# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.670981407165527344e+01 9.999999776482582092e-03 2.500000000000000000e-01 2.500000000000000000e-01 2.068592607975006104e-01 2.006821930408477783e-01 2.670981407165527344e+01 9.999999776482582092e-03 2.500000000000000000e-01 2.500000000000000000e-01 2.068592607975006104e-01 2.006821930408477783e-01
1.000000000000000000e+01 6.110214233398437500e+00 9.808097034692764282e-03 2.612836360931396484e-01 1.739861369132995605e-01 1.109686121344566345e-01 7.639370560646057129e-01 6.110214233398437500e+00 9.808097034692764282e-03 2.612836360931396484e-01 1.739861369132995605e-01 1.109686121344566345e-01 7.639370560646057129e-01
2.000000000000000000e+01 1.229070663452148438e+00 9.597560390830039978e-03 2.925757765769958496e-01 9.727098792791366577e-02 3.696052730083465576e-02 9.596366286277770996e-01 1.229070663452148438e+00 9.597560390830039978e-03 2.925757765769958496e-01 9.727098792791366577e-02 3.696052730083465576e-02 9.596366286277770996e-01
3.000000000000000000e+01 2.852112054824829102e-01 9.388546459376811981e-03 3.379257321357727051e-01 4.995449259877204895e-02 1.105949003249406815e-02 9.888367652893066406e-01 2.852112054824829102e-01 9.388546459376811981e-03 3.379257321357727051e-01 4.995449259877204895e-02 1.105949003249406815e-02 9.888367652893066406e-01
4.000000000000000000e+01 9.190497547388076782e-02 9.215620346367359161e-03 3.637669980525970459e-01 3.026765026152133942e-02 5.607505794614553452e-03 9.945676326751708984e-01 9.190497547388076782e-02 9.215620346367359161e-03 3.637669980525970459e-01 3.026765026152133942e-02 5.607505794614553452e-03 9.945676326751708984e-01
5.000000000000000000e+01 4.401663690805435181e-02 9.083870798349380493e-03 3.534471988677978516e-01 2.290534973144531250e-02 5.544988438487052917e-03 9.962585568428039551e-01 4.401663690805435181e-02 9.083870798349380493e-03 3.534471988677978516e-01 2.290534973144531250e-02 5.544988438487052917e-03 9.962585568428039551e-01
6.000000000000000000e+01 3.013968095183372498e-02 8.981370367109775543e-03 3.186497986316680908e-01 2.015396952629089355e-02 8.203157223761081696e-03 9.969317913055419922e-01 3.013968095183372498e-02 8.981370367109775543e-03 3.186497986316680908e-01 2.015396952629089355e-02 8.203157223761081696e-03 9.969317913055419922e-01
7.000000000000000000e+01 2.614584006369113922e-02 8.895143866539001465e-03 2.769806087017059326e-01 1.905973255634307861e-02 1.329116243869066238e-02 9.972785115242004395e-01 2.614584006369113922e-02 8.895143866539001465e-03 2.769806087017059326e-01 1.905973255634307861e-02 1.329116243869066238e-02 9.972785115242004395e-01
8.000000000000000000e+01 2.362117916345596313e-02 8.816580288112163544e-03 2.399482727050781250e-01 1.844356767833232880e-02 1.884748041629791260e-02 9.975107908248901367e-01 2.362117916345596313e-02 8.816580288112163544e-03 2.399482727050781250e-01 1.844356767833232880e-02 1.884748041629791260e-02 9.975107908248901367e-01
9.000000000000000000e+01 1.917804032564163208e-02 8.741878904402256012e-03 2.108431756496429443e-01 1.789469644427299500e-02 2.136649377644062042e-02 9.976972341537475586e-01 1.917804032564163208e-02 8.741878904402256012e-03 2.108431756496429443e-01 1.789469644427299500e-02 2.136649377644062042e-02 9.976972341537475586e-01
1.000000000000000000e+02 1.384501252323389053e-02 8.671266958117485046e-03 1.868057847023010254e-01 1.739390194416046143e-02 2.037033811211585999e-02 9.978514313697814941e-01 1.384501252323389053e-02 8.671266958117485046e-03 1.868057847023010254e-01 1.739390194416046143e-02 2.037033811211585999e-02 9.978514313697814941e-01
1.100000000000000000e+02 1.070609968155622482e-02 8.608305826783180237e-03 1.634449511766433716e-01 1.705032959580421448e-02 1.846949569880962372e-02 9.979702830314636230e-01 1.070609968155622482e-02 8.608305826783180237e-03 1.634449511766433716e-01 1.705032959580421448e-02 1.846949569880962372e-02 9.979702830314636230e-01
1.200000000000000000e+02 1.148740947246551514e-02 8.558548055589199066e-03 1.389903426170349121e-01 1.691773161292076111e-02 1.758987642824649811e-02 9.980518817901611328e-01 1.148740947246551514e-02 8.558548055589199066e-03 1.389903426170349121e-01 1.691773161292076111e-02 1.758987642824649811e-02 9.980518817901611328e-01
1.300000000000000000e+02 1.557095162570476532e-02 8.526853285729885101e-03 1.150835454463958740e-01 1.693350449204444885e-02 1.806860230863094330e-02 9.981003403663635254e-01 1.557095162570476532e-02 8.526853285729885101e-03 1.150835454463958740e-01 1.693350449204444885e-02 1.806860230863094330e-02 9.981003403663635254e-01
1.400000000000000000e+02 2.131494693458080292e-02 8.515055291354656219e-03 9.452178329229354858e-02 1.695816405117511749e-02 1.937187090516090393e-02 9.981265664100646973e-01 2.131494693458080292e-02 8.515055291354656219e-03 9.452178329229354858e-02 1.695816405117511749e-02 1.937187090516090393e-02 9.981265664100646973e-01
