# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.625532531738281250e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.816096857190132141e-02 3.709179878234863281e+00 1.625532531738281250e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.816096857190132141e-02 3.709179878234863281e+00
1.000000000000000000e+01 1.787752532958984375e+01 2.368466957705095410e-04 6.123219728469848633e-01 3.645034408569335938e+01 5.043207481503486633e-02 1.787752532958984375e+01 2.368466957705095410e-04 6.123219728469848633e-01 3.645034408569335938e+01 5.043207481503486633e-02
2.000000000000000000e+01 1.615085601806640625e+01 3.600401878356933594e-01 2.362711906433105469e+00 4.297388494014739990e-01 1.410862151533365250e-02 1.615085601806640625e+01 3.600401878356933594e-01 2.362711906433105469e+00 4.297388494014739990e-01 1.410862151533365250e-02
3.000000000000000000e+01 1.011041450500488281e+01 2.694439142942428589e-02 5.698375403881072998e-02 1.574564814567565918e+00 3.566938744370418135e-09 1.011041450500488281e+01 2.694439142942428589e-02 5.698375403881072998e-02 1.574564814567565918e+00 3.566938744370418135e-09
4.000000000000000000e+01 8.497241020202636719e+00 3.376938104629516602e-01 1.645945198833942413e-02 2.578103542327880859e-01 7.914294110378250480e-05 8.497241020202636719e+00 3.376938104629516602e-01 1.645945198833942413e-02 2.578103542327880859e-01 7.914294110378250480e-05
5.000000000000000000e+01 6.957718372344970703e+00 8.805483579635620117e-01 5.477740988135337830e-02 1.024208307266235352e+00 6.592331337742507458e-04 6.957718372344970703e+00 8.805483579635620117e-01 5.477740988135337830e-02 1.024208307266235352e+00 6.592331337742507458e-04
6.000000000000000000e+01 6.879821777343750000e+00 9.479221701622009277e-01 1.999086290597915649e-01 4.487102627754211426e-01 7.231756171677261591e-05 6.879821777343750000e+00 9.479221701622009277e-01 1.999086290597915649e-01 4.487102627754211426e-01 7.231756171677261591e-05
7.000000000000000000e+01 6.963807582855224609e+00 7.602319121360778809e-01 6.544800847768783569e-02 2.455074638128280640e-01 2.279704640386626124e-04 6.963807582855224609e+00 7.602319121360778809e-01 6.544800847768783569e-02 2.455074638128280640e-01 2.279704640386626124e-04
8.000000000000000000e+01 4.554289817810058594e+00 6.377614736557006836e-01 1.466902494430541992e-01 2.574927210807800293e-01 6.008705531712621450e-05 4.554289817810058594e+00 6.377614736557006836e-01 1.466902494430541992e-01 2.574927210807800293e-01 6.008705531712621450e-05
9.000000000000000000e+01 3.631282806396484375e+00 3.830838799476623535e-01 5.826572305522859097e-04 3.969414392486214638e-04 8.679502207087352872e-05 3.631282806396484375e+00 3.830838799476623535e-01 5.826572305522859097e-04 3.969414392486214638e-04 8.679502207087352872e-05
1.000000000000000000e+02 3.272364377975463867e+00 4.308280050754547119e-01 4.109650384634733200e-03 1.512648910284042358e-01 2.114138187607750297e-04 3.272364377975463867e+00 4.308280050754547119e-01 4.109650384634733200e-03 1.512648910284042358e-01 2.114138187607750297e-04
1.100000000000000000e+02 3.252294778823852539e+00 5.311715006828308105e-01 1.230113790370523930e-03 6.122908089309930801e-04 2.290192205691710114e-04 3.252294778823852539e+00 5.311715006828308105e-01 1.230113790370523930e-03 6.122908089309930801e-04 2.290192205691710114e-04
1.200000000000000000e+02 3.173429727554321289e+00 5.349002480506896973e-01 2.718278847169131041e-04 2.586739324033260345e-02 1.645038719289004803e-04 3.173429727554321289e+00 5.349002480506896973e-01 2.718278847169131041e-04 2.586739324033260345e-02 1.645038719289004803e-04
1.300000000000000000e+02 3.167267799377441406e+00 5.333713889122009277e-01 1.151519318227656186e-04 1.514955511083826423e-05 1.754628319758921862e-04 3.167267799377441406e+00 5.333713889122009277e-01 1.151519318227656186e-04 1.514955511083826423e-05 1.754628319758921862e-04
1.400000000000000000e+02 3.183546066284179688e+00 4.995680451393127441e-01 6.121902697486802936e-05 9.054065799318777863e-07 1.821334735723212361e-04 3.183546066284179688e+00 4.995680451393127441e-01 6.121902697486802936e-05 9.054065799318777863e-07 1.821334735723212361e-04
1.500000000000000000e+02 3.172878026962280273e+00 4.957616925239562988e-01 6.295033017522655427e-06 3.812270471826195717e-03 1.657646207604557276e-04 3.172878026962280273e+00 4.957616925239562988e-01 6.295033017522655427e-06 3.812270471826195717e-03 1.657646207604557276e-04
1.600000000000000000e+02 3.163076400756835938e+00 4.966889321804046631e-01 3.749040160982985981e-06 7.070089690387248993e-03 1.588893210282549262e-04 3.163076400756835938e+00 4.966889321804046631e-01 3.749040160982985981e-06 7.070089690387248993e-03 1.588893210282549262e-04
1.700000000000000000e+02 3.155653476715087891e+00 4.928733110427856445e-01 6.946576468180865049e-05 1.487284526228904724e-02 1.573782647028565407e-04 3.155653476715087891e+00 4.928733110427856445e-01 6.946576468180865049e-05 1.487284526228904724e-02 1.573782647028565407e-04
1.800000000000000000e+02 3.159285068511962891e+00 4.788772463798522949e-01 7.661262498004361987e-05 2.282638102769851685e-02 1.563987461850047112e-04 3.159285068511962891e+00 4.788772463798522949e-01 7.661262498004361987e-05 2.282638102769851685e-02 1.563987461850047112e-04
1.900000000000000000e+02 3.159005641937255859e+00 4.687018394470214844e-01 1.002882418106310070e-04 3.118552081286907196e-02 1.561245589982718229e-04 3.159005641937255859e+00 4.687018394470214844e-01 1.002882418106310070e-04 3.118552081286907196e-02 1.561245589982718229e-04
2.000000000000000000e+02 3.155544042587280273e+00 4.583054482936859131e-01 2.116288087563589215e-04 4.271410405635833740e-02 1.560917880851775408e-04 3.155544042587280273e+00 4.583054482936859131e-01 2.116288087563589215e-04 4.271410405635833740e-02 1.560917880851775408e-04
2.100000000000000000e+02 3.155044078826904297e+00 4.426241517066955566e-01 3.975097788497805595e-04 5.578689277172088623e-02 1.562675897730514407e-04 3.155044078826904297e+00 4.426241517066955566e-01 3.975097788497805595e-04 5.578689277172088623e-02 1.562675897730514407e-04
2.200000000000000000e+02 3.151005029678344727e+00 4.215215444564819336e-01 7.439523469656705856e-04 7.576966285705566406e-02 1.564047124702483416e-04 3.151005029678344727e+00 4.215215444564819336e-01 7.439523469656705856e-04 7.576966285705566406e-02 1.564047124702483416e-04
2.300000000000000000e+02 3.145455598831176758e+00 3.845509886741638184e-01 1.549654873088002205e-03 1.071876585483551025e-01 1.566388673381879926e-04 3.145455598831176758e+00 3.845509886741638184e-01 1.549654873088002205e-03 1.071876585483551025e-01 1.566388673381879926e-04
2.400000000000000000e+02 3.132697343826293945e+00 3.123317360877990723e-01 3.743143752217292786e-03 1.603932827711105347e-01 1.573737681610509753e-04 3.132697343826293945e+00 3.123317360877990723e-01 3.743143752217292786e-03 1.603932827711105347e-01 1.573737681610509753e-04
2.500000000000000000e+02 3.100351810455322266e+00 1.613526195287704468e-01 8.961592800915241241e-03 2.326359599828720093e-01 1.587781443959102035e-04 3.100351810455322266e+00 1.613526195287704468e-01 8.961592800915241241e-03 2.326359599828720093e-01 1.587781443959102035e-04
2.600000000000000000e+02 2.976334810256958008e+00 4.282864741981029510e-03 1.052035670727491379e-02 2.331052869558334351e-01 1.628232712391763926e-04 2.976334810256958008e+00 4.282864741981029510e-03 1.052035670727491379e-02 2.331052869558334351e-01 1.628232712391763926e-04
