# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.133892387151718140e-02 9.999999776482582092e-03 2.500000000000000000e-01 2.500000000000000000e-01 2.068592607975006104e-01 3.047308921813964844e-01 6.133892387151718140e-02 9.999999776482582092e-03 2.500000000000000000e-01 2.500000000000000000e-01 2.068592607975006104e-01 3.047308921813964844e-01
1.000000000000000000e+01 2.697286568582057953e-02 9.800232946872711182e-03 1.810599416494369507e-01 2.201563715934753418e-01 3.159616142511367798e-02 6.432620435953140259e-02 2.697286568582057953e-02 9.800232946872711182e-03 1.810599416494369507e-01 2.201563715934753418e-01 3.159616142511367798e-02 6.432620435953140259e-02
2.000000000000000000e+01 8.932142704725265503e-02 9.850302711129188538e-03 1.135988980531692505e-01 1.459323316812515259e-01 2.484416216611862183e-02 3.882218524813652039e-02 8.932142704725265503e-02 9.850302711129188538e-03 1.135988980531692505e-01 1.459323316812515259e-01 2.484416216611862183e-02 3.882218524813652039e-02
3.000000000000000000e+01 2.011516317725181580e-02 1.003850530833005905e-02 7.710412144660949707e-02 8.962596207857131958e-02 7.647301256656646729e-02 7.425529509782791138e-02 2.011516317725181580e-02 1.003850530833005905e-02 7.710412144660949707e-02 8.962596207857131958e-02 7.647301256656646729e-02 7.425529509782791138e-02
4.000000000000000000e+01 9.328544139862060547e-02 1.022548135370016098e-02 4.981399327516555786e-02 5.058126151561737061e-02 6.045389920473098755e-02 5.985126271843910217e-02 9.328544139862060547e-02 1.022548135370016098e-02 4.981399327516555786e-02 5.058126151561737061e-02 6.045389920473098755e-02 5.985126271843910217e-02
5.000000000000000000e+01 5.614750087261199951e-02 1.047956105321645737e-02 5.308082699775695801e-02 4.560512304306030273e-02 7.802809029817581177e-02 7.419557124376296997e-02 5.614750087261199951e-02 1.047956105321645737e-02 5.308082699775695801e-02 4.560512304306030273e-02 7.802809029817581177e-02 7.419557124376296997e-02
6.000000000000000000e+01 6.818505376577377319e-02 1.072080153971910477e-02 5.949583277106285095e-02 5.271568521857261658e-02 5.522383004426956177e-02 6.237429752945899963e-02 6.818505376577377319e-02 1.072080153971910477e-02 5.949583277106285095e-02 5.271568521857261658e-02 5.522383004426956177e-02 6.237429752945899963e-02
7.000000000000000000e+01 5.260162800550460815e-02 1.095750089734792709e-02 6.363292783498764038e-02 5.523759126663208008e-02 5.827243626117706299e-02 6.352375447750091553e-02 5.260162800550460815e-02 1.095750089734792709e-02 6.363292783498764038e-02 5.523759126663208008e-02 5.827243626117706299e-02 6.352375447750091553e-02
8.000000000000000000e+01 6.188807636499404907e-02 1.117785181850194931e-02 5.843229964375495911e-02 5.181555449962615967e-02 5.554303154349327087e-02 6.051473319530487061e-02 6.188807636499404907e-02 1.117785181850194931e-02 5.843229964375495911e-02 5.181555449962615967e-02 5.554303154349327087e-02 6.051473319530487061e-02
9.000000000000000000e+01 5.978883430361747742e-02 1.139906980097293854e-02 5.528283491730690002e-02 4.975780844688415527e-02 5.742350220680236816e-02 6.155984103679656982e-02 5.978883430361747742e-02 1.139906980097293854e-02 5.528283491730690002e-02 4.975780844688415527e-02 5.742350220680236816e-02 6.155984103679656982e-02
